('Net Income', '125,216,000', '101,832,000', '88,136,000', '72,361,000', '72,738,000')
         3099869 function calls (3069206 primitive calls) in 27.334 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:9(Codec)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:12(Codec)
        1    0.000    0.000    0.000    0.000 euc_jp.py:12(Codec)
        1    0.000    0.000    0.000    0.000 cp1251.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp852.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _decoders.py:161(ZStandardDecoder)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 cp273.py:9(Codec)
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 _api_structures.py:152(SourceLocation)
        1    0.000    0.000    0.000    0.000 gbk.py:12(Codec)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1125.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp500.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp855.py:9(Codec)
        1    0.000    0.000    0.000    0.000 element.py:232(AttributeDict)
        1    0.000    0.000    0.000    0.000 _content.py:42(IteratorByteStream)
        1    0.000    0.000    0.000    0.000 request.py:894(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:16(Codec)
        1    0.000    0.000    0.000    0.000 mac_latin2.py:14(Codec)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 _synchronization.py:19(EventStatistics)
        1    0.000    0.000    0.000    0.000 request.py:405(has_header)
        3    0.000    0.000    0.000    0.000 cookiejar.py:983(set_ok_verifiability)
        1    0.000    0.000    0.000    0.000 koi8_u.py:9(Codec)
        1    0.000    0.000    0.000    0.000 kz1048.py:9(Codec)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:9(Codec)
        1    0.000    0.000    0.000    0.000 tis_620.py:9(Codec)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 cp1140.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1255.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1256.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp850.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp863.py:9(Codec)
        1    0.000    0.000    0.000    0.000 pathlib.py:240(_DoubleRecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 _decoders.py:267(TextChunker)
        1    0.000    0.000    0.000    0.000 _content.py:67(AsyncIteratorByteStream)
        1    0.000    0.000    0.000    0.000 _exceptions.py:353(RequestNotRead)
        1    0.000    0.000    0.000    0.000 cp875.py:9(Codec)
        1    0.000    0.000    0.000    0.000 shift_jisx0213.py:12(Codec)
        1    0.000    0.000    0.000    0.000 cp720.py:11(Codec)
        1    0.000    0.000    0.000    0.000 element.py:1674(Declaration)
        1    0.000    0.000    0.000    0.000 __init__.py:23(AsyncSOCKSProxy)
        2    0.000    0.000    0.000    0.000 connection_pool.py:39(is_queued)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:9(Codec)
        1    0.000    0.000    0.000    0.000 mac_greek.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1257.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp865.py:9(Codec)
        1    0.000    0.000    0.000    0.000 asgi.py:55(ASGIResponseStream)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1980(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 _context_manager.py:33(__init__)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:9(Codec)
        1    0.000    0.000    0.000    0.000 element.py:1660(XMLProcessingInstruction)
        1    0.000    0.000    0.000    0.000 client.py:1562(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 __init__.py:11(AsyncHTTP2Connection)
        1    0.000    0.000    0.000    0.000 _util.py:59(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_15.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp866.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp874.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _config.py:16(UnsetType)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:9(Codec)
        1    0.000    0.000    0.000    0.000 mac_roman.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp437.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:321(LineDecoder)
        1    0.000    0.000    0.000    0.000 _client.py:584(_set_timeout)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _greenlets.py:37(RouteGreenlet)
        1    0.000    0.000    0.000    0.000 _api_structures.py:164(RemoteAddr)
        1    0.000    0.000    0.000    0.000 cp037.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp861.py:9(Codec)
        1    0.000    0.000    0.000    0.000 filter.py:316(TagNameMatchRule)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1658(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 _decoders.py:306(TextDecoder)
        2    0.000    0.000    0.000    0.000 _urlparse.py:447(normalize_path)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISFIFO}
        1    0.000    0.000    0.000    0.000 cp862.py:9(Codec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:167(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:279(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 pathlib.py:222(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 cp869.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 _synchronization.py:256(ThreadLock)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 iso8859_11.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 calendar.py:38(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 cp1252.py:9(Codec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1647(<lambda>)
        1    0.000    0.000    0.000    0.000 socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 base.py:81(AsyncNetworkBackend)
        1    0.000    0.000    0.000    0.000 sync.py:187(SyncBackend)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        2    0.000    0.000    0.000    0.000 base_subprocess.py:128(get_pid)
        1    0.000    0.000    0.000    0.000 cp1254.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp869.py:9(Codec)
        1    0.000    0.000    0.000    0.000 pathlib.py:802(PurePosixPath)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 _models.py:496(Proxy)
        1    0.000    0.000    0.000    0.000 _warnings.py:62(AttributeResemblesVariableWarning)
        1    0.000    0.000    0.000    0.000 cp775.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _content.py:92(UnattachedStream)
        1    0.000    0.000    0.000    0.000 _client.py:253(timeout)
        1    0.000    0.000    0.000    0.000 base.py:22(PyeeException)
        1    0.000    0.000    0.000    0.000 unix_events.py:761(is_closing)
        1    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 latin_1.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 cp037.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1006.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3308(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 client.py:1557(LineTooLong)
        1    0.000    0.000    0.000    0.000 _api_structures.py:147(ViewportSize)
        1    0.000    0.000    0.000    0.000 cp1258.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 _synchronization.py:305(ShieldCancellation)
        1    0.000    0.000    0.000    0.000 gzip.py:120(BadGzipFile)
        1    0.000    0.000    0.000    0.000 cp1253.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp932.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp932.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 __init__.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(BusyResourceError)
        1    0.000    0.000    0.000    0.000 _events.py:32(Event)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 _api_structures.py:169(BrowserBindResult)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 tasks.py:954(create_eager_task_factory)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 filter.py:334(AttributeValueMatchRule)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp857.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 request.py:1057(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:147(RunFinishedError)
        2    0.000    0.000    0.000    0.000 functools.py:741(is_related)
        1    0.000    0.000    0.000    0.000 streams.py:482(set_transport)
        1    0.000    0.000    0.000    0.000 cp1026.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp864.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 pathlib.py:173(_TerminatingSelector)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1123(return_ok_verifiability)
        1    0.000    0.000    0.000    0.000 _connection.py:343(call_on_object_with_known_name)
        1    0.000    0.000    0.000    0.000 __meta__.py:128(_is_dev)
        1    0.000    0.000    0.000    0.000 _exceptions.py:140(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 __init__.py:694(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 _client.py:573(_redirect_stream)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 _greenlets.py:42(LocatorHandlerGreenlet)
        2    0.000    0.000    0.000    0.000 subprocess.py:1311(_on_error_fd_closer)
        1    0.000    0.000    0.000    0.000 koi8_u.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 core.py:27(IDNAError)
        1    0.000    0.000    0.000    0.000 pathlib.py:179(_ParentSelector)
        1    0.000    0.000    0.000    0.000 request.py:637(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:221(_wait)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:32(StreamWriter)
        1    0.000    0.000    0.000    0.000 filter.py:340(StringMatchRule)
        1    0.000    0.000    0.000    0.000 pathlib.py:190(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(CancelledError)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISSOCK}
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 mac_roman.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 big5.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp865.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 _state.py:138(SERVER)
        1    0.000    0.000    0.000    0.000 _exceptions.py:12(BrokenResourceError)
        2    0.000    0.000    0.000    0.000 _auth.py:38(auth_flow)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 koi8_t.py:22(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_greek.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1026.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp1255.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp720.py:19(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 element.py:2679(_TreeTraversalEvent)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 cp875.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 koi8_r.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 latin_1.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1256.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp852.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp861.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 _exceptions.py:208(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1550(BadStatusLine)
        1    0.000    0.000    0.000    0.000 _events.py:357(ConnectionClosed)
        1    0.000    0.000    0.000    0.000 koi8_t.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_turkish.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(StopParsing)
        1    0.000    0.000    0.000    0.000 _exceptions.py:271(InvalidURL)
        1    0.000    0.000    0.000    0.000 request.py:1417(UnknownHandler)
        1    0.000    0.000    0.000    0.000 cp874.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1257.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp864.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1774(LoadError)
        1    0.000    0.000    0.000    0.000 _streams.py:75(UnreliableObjectStream)
        1    0.000    0.000    0.000    0.000 _state.py:134(CLIENT)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _connection.py:51(NEED_DATA)
        1    0.000    0.000    0.000    0.000 _exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:93(DelimiterNotFound)
        4    0.000    0.000    0.000    0.000 _decoders.py:49(decode)
        1    0.000    0.000    0.000    0.000 _greenlets.py:47(EventGreenlet)
        1    0.000    0.000    0.000    0.000 iso8859_3.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp949.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp949.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp950.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 tis_620.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp852.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2267(_TypeFormForm)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(TransportError)
        1    0.000    0.000    0.000    0.000 _errors.py:46(TimeoutError)
        1    0.000    0.000    0.000    0.000 koi8_u.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_greek.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(FeatureNotFound)
        1    0.000    0.000    0.000    0.000 cp866.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp424.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 core.py:45(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 _exceptions.py:112(IncompleteRead)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 events.py:667(_Local)
        1    0.000    0.000    0.000    0.000 _streams.py:84(ObjectReceiveStream)
        2    0.000    0.000    0.000    0.000 _urlparse.py:186(copy_with)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 kz1048.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp273.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp720.py:23(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp737.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp855.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp856.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp858.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp860.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp865.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 protocols.py:100(eof_received)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 koi8_r.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 latin_1.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_latin2.py:22(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp424.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 core.py:33(IDNABidiError)
        1    0.000    0.000    0.000    0.000 idna.py:303(StreamReader)
        1    0.000    0.000    0.000    0.000 transports.py:148(Transport)
        1    0.000    0.000    0.000    0.000 iso8859_11.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_turkish.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1258.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp850.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp862.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp863.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp866.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 shutil.py:87(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_roman.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp037.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp1006.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1253.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp273.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp865.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp866.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 _exceptions.py:57(ReadTimeout)
        1    0.000    0.000    0.000    0.000 ssl.py:1087(_check_connected)
        1    0.000    0.000    0.000    0.000 base.py:26(PyeeError)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 kz1048.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 johab.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 tis_620.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 big5.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp850.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp863.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 errors.py:80(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_15.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1256.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp500.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp737.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp775.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp856.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 unix_events.py:809(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _streams.py:91(ObjectSendStream)
        4    0.000    0.000    0.000    0.000 inspect.py:2769(default)
        1    0.000    0.000    0.000    0.000 events.py:734(_RunningLoop)
        1    0.000    0.000    0.000    0.000 cp874.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_3.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 euc_kr.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_3.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_ext.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_roman.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 ptcp154.py:22(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 ptcp154.py:26(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1140.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp875.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:28(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 gb2312.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 shift_jis.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1250.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1254.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1257.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp500.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp855.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp858.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 calendar.py:201(setfirstweekday)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(WriteTimeout)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp950.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 big5.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp1026.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1250.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 errors.py:94(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 subprocess.py:168(_noop)
        1    0.000    0.000    0.000    0.000 gb2312.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_latin2.py:26(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1253.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1140.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp861.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp862.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 _connection.py:55(PAUSED)
        1    0.000    0.000    0.000    0.000 _base.py:55(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:22(ProxyError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:18(ConnectionNotAvailable)
        3    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 big5hkscs.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1125.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 gb18030.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 gbk.py:16(IncrementalEncoder)
