('Net Income', '125,216,000', '101,832,000', '88,136,000', '72,361,000', '72,738,000')
         2927509 function calls (2896612 primitive calls) in 38.077 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _errors.py:26(Error)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3636(TypeAliasType)
        1    0.000    0.000    0.000    0.000 subprocess.py:171(_read_stream)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 unix_events.py:746(write_eof)
        1    0.000    0.000    0.000    0.000 _page.py:530(url)
        1    0.000    0.000    0.000    0.000 unix_events.py:1472(get_child_watcher)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 cp856.py:1(<module>)
        1    0.000    0.000    0.001    0.001 weakref.py:585(__call__)
        1    0.000    0.000    0.000    0.000 models.py:454(copy)
        2    0.000    0.000    0.000    0.000 client.py:967(_wrap_ipv6)
        1    0.000    0.000    0.000    0.000 euc_jp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 gbk.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 warnings.py:482(__enter__)
        1    0.000    0.000    0.000    0.000 shift_jisx0213.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1006.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        1    0.000    0.000    0.000    0.000 _network.py:580(ServerWebSocketRoute)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
       10    0.000    0.000    0.000    0.000 _impl_to_api_mapping.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _waiter.py:27(Waiter)
        1    0.000    0.000    0.000    0.000 _fetch.py:453(APIResponse)
        4    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        2    0.000    0.000    0.000    0.000 utils.py:680(unquote_unreserved)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.001    0.001 _text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _generated.py:3201(FileChooser)
        2    0.000    0.000    0.000    0.000 retry.py:403(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 request.py:1700(URLopener)
        1    0.000    0.000    0.000    0.000 _debugger.py:27(__init__)
        1    0.000    0.000    0.000    0.000 iso8859_2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _browser_context.py:209(<lambda>)
        1    0.000    0.000    0.000    0.000 _page.py:245(<lambda>)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _connection.py:189(_adopt)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 _generated.py:9301(goto)
       34    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        1    0.000    0.000    0.000    0.000 _playwright.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:873(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 inspect.py:1801(_shadowed_dict_from_mro_tuple)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
       52    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1290(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        3    0.000    0.000    0.000    0.000 structures.py:89(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 hz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _repo_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _browser_context.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        1    0.000    0.000    0.000    0.000 _lxml.py:68(_invert)
        1    0.000    0.000    0.000    0.000 _generated.py:8437(query_selector_all)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 events.py:775(_init_event_loop_policy)
        1    0.000    0.000    0.000    0.000 _debugger.py:22(Debugger)
        1    0.000    0.000    0.000    0.000 response.py:356(_get_decoder)
        1    0.000    0.000    0.001    0.001 _common.py:107(from_package)
        1    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        4    0.000    0.000    0.000    0.000 hooks.py:25(default_hooks)
        1    0.000    0.000    0.000    0.000 _web_error.py:22(WebError)
       26    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1155(BeautifulStoneSoup)
        1    0.000    0.000    0.000    0.000 unix_events.py:191(_make_write_pipe_transport)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        2    0.000    0.000    0.000    0.000 client.py:1340(endheaders)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 _dialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        2    0.000    0.000    0.000    0.000 futures.py:311(_set_result_unless_cancelled)
        1    0.000    0.000    0.000    0.000 _sync_base.py:88(SyncBase)
        3    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        1    0.000    0.000    0.000    0.000 tempfile.py:571(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 _generated.py:19576(APIRequest)
        5    0.000    0.000    0.000    0.000 utils.py:1087(check_header_validity)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        2    0.000    0.000    0.000    0.000 response.py:954(_fp_read)
       30    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 cp720.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 unix_events.py:946(add_child_handler)
        2    0.000    0.000    0.000    0.000 utils.py:547(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 typing.py:2815(NamedTuple)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 selector_events.py:931(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 client.py:1033(close)
        1    0.000    0.000    0.000    0.000 auth.py:124(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 __init__.py:855(ZipExtFile)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:96(LookupDict)
        1    0.000    0.000    0.000    0.000 socket.py:516(family)
        1    0.000    0.000    0.000    0.000 _generated.py:14998(launch)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        2    0.000    0.000    0.000    0.000 response.py:388(__init__)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page.py:112(LocatorHandler)
       12    0.000    0.000    0.000    0.000 cookies.py:105(origin_req_host)
        2    0.000    0.000    0.000    0.000 sessions.py:888(mount)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:207(_process_exited)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _transport.py:48(Transport)
        4    0.000    0.000    0.000    0.000 element.py:206(__new__)
       18    0.000    0.000    0.000    0.000 _connection.py:586(from_nullable_channel)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 cp1026.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        2    0.000    0.000    0.000    0.000 response.py:1297(closed)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        1    0.000    0.000    0.000    0.000 events.py:671(__init__)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _download.py:25(Download)
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:999(NoDefaultType)
        1    0.000    0.000    0.000    0.000 iso8859_11.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _transport.py:96(request_stop)
        1    0.000    0.000    0.000    0.000 _generated.py:14820(close)
        1    0.000    0.000    0.001    0.001 base64mime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _debugger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dialog.py:25(Dialog)
        1    0.000    0.000    0.000    0.000 mac_turkish.py:1(<module>)
        5    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:1(<module>)
        1    0.000    0.000    0.000    0.000 koi8_r.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1778(_allow_reckless_class_checks)
        1    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
        1    0.000    0.000    0.000    0.000 locks.py:157(Event)
        1    0.000    0.000    0.000    0.000 _tracing.py:24(Tracing)
        1    0.000    0.000    0.000    0.000 cp875.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:743(Cookie)
        1    0.000    0.000    0.000    0.000 _set_input_files_helpers.py:43(InputFilesList)
        1    0.000    0.000    0.000    0.000 _js_handle.py:51(JSHandle)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _web_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp500.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _browser.py:113(_on_close)
        1    0.000    0.000    0.000    0.000 _sync_base.py:69(EventContextManager)
        2    0.000    0.000    0.000    0.000 base_events.py:1636(connect_read_pipe)
       18    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.000    0.000 cp1255.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
       14    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
        1    0.000    0.000    0.000    0.000 _har_router.py:32(HarRouter)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 ptcp154.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2004.py:12(Codec)
        1    0.000    0.000    0.000    0.000 mac_roman.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1253.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1254.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:395(put)
        1    0.000    0.000    0.000    0.000 transports.py:270(__init__)
        1    0.000    0.000    0.000    0.000 _cdp_session.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kz1048.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:118(Process)
        1    0.000    0.000    0.000    0.000 cp1256.py:1(<module>)
        5    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        4    0.000    0.000    0.000    0.000 response.py:554(retries)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mac_latin2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        2    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 cp424.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
        1    0.000    0.000    0.000    0.000 runners.py:20(Runner)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2883(deprecated)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        1    0.000    0.000    0.000    0.000 css_match.py:1571(SoupSieve)
        1    0.000    0.000    0.000    0.000 cp1250.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _generated.py:1676(JSHandle)
        1    0.000    0.000    0.000    0.000 _driver.py:36(get_driver_env)
        1    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1767(_caller)
        1    0.000    0.000    0.000    0.000 selectors.py:483(close)
       10    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 platform.py:978(system)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 _input.py:19(Keyboard)
        1    0.000    0.000    0.000    0.000 tis_620.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sessions.py:870(get_adapter)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:912(iter_content)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        1    0.000    0.000    0.000    0.000 mac_greek.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 _js_handle.py:36(VisitorInfo)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1257.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:208(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 cp1258.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _writable_stream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _network.py:935(WebSocket)
        1    0.000    0.000    0.000    0.000 _transport.py:29(_get_stderr_fileno)
        1    0.000    0.000    0.000    0.000 _stream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_15.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1254.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1251.py:9(Codec)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs_hk.getcodec}
        1    0.000    0.000    0.000    0.000 unix_events.py:594(_call_connection_lost)
        1    0.000    0.000    0.000    0.000 _network.py:1020(RawHeaders)
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 _download.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:218(PriorityQueue)
        1    0.000    0.000    0.000    0.000 cp737.py:21(IncrementalDecoder)
        1    0.000    0.000    0.006    0.006 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 _sync_base.py:139(SyncContextManager)
        1    0.000    0.000    0.000    0.000 _api_structures.py:117(ClientCertificate)
        1    0.000    0.000    0.000    0.000 koi8_t.py:1(<module>)
        2    0.000    0.000    0.083    0.041 _browser_context.py:331(new_page)
        2    0.000    0.000    0.000    0.000 adapters.py:403(build_connection_pool_key_attributes)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        6    0.000    0.000    0.000    0.000 base_events.py:1990(_set_coroutine_origin_tracking)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
       11    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _browser.py:78(<lambda>)
       18    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4210(Sentinel)
        1    0.000    0.000    0.000    0.000 _network.py:757(WebSocketRouteHandler)
        1    0.000    0.000    0.001    0.001 _common.py:51(files)
        1    0.000    0.000    0.000    0.000 request.py:2150(FancyURLopener)
        2    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        1    0.000    0.000    0.000    0.000 _browser.py:100(_did_create_context)
        1    0.000    0.000    0.000    0.000 models.py:668(prepare_auth)
        1    0.000    0.000    0.000    0.000 __init__.py:439(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 models.py:254(CharsetMatches)
       30    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 _tracing.py:25(__init__)
       12    0.000    0.000    0.000    0.000 queue.py:251(_put)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
        1    0.000    0.000    0.000    0.000 _generated.py:7347(Dialog)
        2    0.000    0.000    0.000    0.000 poolmanager.py:388(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        2    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        1    0.000    0.000    0.000    0.000 _map.py:20(Map)
        2    0.000    0.000    0.055    0.027 _connection.py:249(initialize)
        1    0.000    0.000    0.000    0.000 _connection.py:53(Channel)
        1    0.000    0.000    0.000    0.000 streams.py:418(StreamReader)
        6    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(RequestError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
        1    0.000    0.000    0.000    0.000 models.py:574(prepare_body)
        2    0.000    0.000    0.000    0.000 socket.py:490(_decref_socketios)
        1    0.000    0.000    0.000    0.000 _page.py:1481(Worker)
        1    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        1    0.000    0.000    0.000    0.000 latin_1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _network.py:287(_set_response_end_timing)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 _video.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _impl_to_api_mapping.py:84(from_impl_list)
        1    0.000    0.000    0.000    0.000 _debugger.py:36(_on_paused_state_changed)
        1    0.000    0.000    0.000    0.000 cookies.py:31(MockRequest)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 sessions.py:370(rebuild_method)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:430(_close_conn)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        2    0.000    0.000    0.000    0.000 ssl_.py:141(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 cp855.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _file_chooser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
        1    0.000    0.000    0.001    0.001 ssl.py:430(__new__)
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 message.py:331(set_payload)
        1    0.000    0.000    0.000    0.000 response.py:191(flush)
        1    0.000    0.000    0.000    0.000 typing.py:1796(_lazy_load_getattr_static)
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        1    0.000    0.000    0.001    0.001 _adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.000    0.000 css.py:45(CSS)
        2    0.000    0.000    0.055    0.027 _connection.py:309(init)
        4    0.000    0.000    0.000    0.000 parser.py:114(close)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        1    0.000    0.000    0.000    0.000 _input.py:1(<module>)
        3    0.000    0.000    0.000    0.000 streams.py:357(close)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 request.py:1399(HTTPCookieProcessor)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 _screencast.py:40(Screencast)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:3308(signature)
        1    0.000    0.000    0.000    0.000 unix_events.py:460(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 utils.py:942(default_user_agent)
        2    0.000    0.000    0.000    0.000 base_subprocess.py:257(__init__)
        1    0.000    0.000    0.000    0.000 _video.py:25(Video)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 _markupbase.py:27(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl_.py:437(is_ipaddress)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
        4    0.000    0.000    0.000    0.000 unix_events.py:764(close)
        1    0.000    0.000    0.000    0.000 element.py:195(CharsetMetaAttributeValue)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        1    0.000    0.000    0.000    0.000 _page.py:194(<lambda>)
        9    0.000    0.000    0.000    0.000 cookiejar.py:968(set_ok_version)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
        1    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1587(_process_rfc2109_cookies)
        1    0.000    0.000    0.000    0.000 _browser.py:108(_setup_browser_context)
        8    0.000    0.000    0.000    0.000 _internal_utils.py:26(to_native_string)
        1    0.000    0.000    0.000    0.000 coroutines.py:10(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 element.py:1681(Doctype)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        8    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
        2    0.000    0.000    0.000    0.000 adapters.py:125(__init__)
        2    0.000    0.000    0.000    0.000 client.py:401(_check_close)
        1    0.000    0.000    0.000    0.000 warnings.py:514(_deprecated)
        1    0.000    0.000    0.000    0.000 _helper.py:274(HarLookupResult)
        1    0.000    0.000    0.000    0.000 _screencast.py:41(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        1    0.000    0.000    0.000    0.000 unix_events.py:833(AbstractChildWatcher)
        1    0.000    0.000    0.084    0.084 ssl_.py:461(_ssl_wrap_socket_impl)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        1    0.000    0.000    0.000    0.000 gbk.py:12(Codec)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        8    0.000    0.000    0.000    0.000 client.py:458(isclosed)
        1    0.000    0.000    0.000    0.000 __init__.py:616(Context)
        1    0.000    0.000    0.000    0.000 __init__.py:174(HTTPMethod)
        5    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
        1    0.000    0.000    0.000    0.000 streams.py:422(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:199(split)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 request.py:601(BaseHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:742(Prepared)
        4    0.000    0.000    0.000    0.000 _htmlparser.py:361(prepare_markup)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.001    0.001 certs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        4    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:86(TreeBuilderRegistry)
