('Net Income', '125,216,000', '101,832,000', '88,136,000', '72,361,000', '72,738,000')
         2927509 function calls (2896612 primitive calls) in 38.077 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       47    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       53    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
      111    0.000    0.000    0.000    0.000 <frozen os>:812(fsencode)
        1    0.000    0.000    0.160    0.160 _connection.py:1(<module>)
      390    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        2    0.000    0.000    1.342    0.671 connectionpool.py:377(_make_request)
        3    0.000    0.000   29.953    9.984 base_events.py:651(run_until_complete)
        1    0.000    0.000    0.000    0.000 cp855.py:1(<module>)
       16    0.000    0.000    0.000    0.000 message.py:494(get)
       28    0.000    0.000    0.000    0.000 _frame.py:115(_on_load_state)
      158    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      201    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.004    0.002 abc.py:1(<module>)
       25    0.000    0.000    0.001    0.000 pathlib.py:267(__init__)
       25    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
       30    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        1    0.000    0.000    0.116    0.116 connection.py:901(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.001    0.001 ssl_.py:180(create_urllib3_context)
        2    0.000    0.000    0.014    0.007 core.py:1(<module>)
       32    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
   141/72    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 tasks.py:1(<module>)
       26    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
       12    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
       93    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 cp852.py:1(<module>)
       40    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
       26    0.000    0.000    0.000    0.000 _connection.py:648(_augment_params)
      350    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        6    0.000    0.000    0.039    0.007 element.py:3024(find_all)
        4    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
       98    0.000    0.000    0.001    0.000 base.py:83(on)
        1    0.000    0.000    0.012    0.012 adapters.py:1(<module>)
       98    0.000    0.000    0.001    0.000 base.py:137(add_listener)
      185    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.012    0.012 sessions.py:1(<module>)
       75    0.000    0.000    0.000    0.000 structures.py:59(__setitem__)
      295    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
       10    0.000    0.000    0.002    0.000 _element_handle.py:130(click)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       11    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
       19    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
      145    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        1    0.000    0.000    0.014    0.014 _typing.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _connection.py:239(<lambda>)
       14    0.000    0.000    0.012    0.001 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 _local_utils.py:24(__init__)
       26    0.000    0.000    0.000    0.000 tasks.py:534(_on_completion)
       16    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
       20    0.000    0.000    0.022    0.001 _element_handle.py:75(get_attribute)
        1    0.000    0.000    0.188    0.188 connection.py:27(create_connection)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       48    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        1    0.000    0.000    0.118    0.118 compat.py:1(<module>)
        4    0.000    0.000    0.924    0.231 _htmlparser.py:433(feed)
        5    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
      106    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000   29.954   29.954 _context_manager.py:86(__exit__)
        8    0.000    0.000    0.039    0.005 filter.py:163(find_all)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
       26    0.000    0.000    0.000    0.000 _connection.py:659(_filter_none)
    32/16    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        1    0.000    0.000    0.000    0.000 _generated.py:14972(BrowserType)
       12    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        9    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
      108    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
       31    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
        6    0.000    0.000    0.001    0.000 cookies.py:135(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 cp857.py:1(<module>)
        1    0.000    0.000    0.012    0.012 events.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base_subprocess.py:156(_connect_pipes)
        1    0.000    0.000    0.000    0.000 cp858.py:1(<module>)
      198    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        5    0.000    0.000    0.000    0.000 _generated.py:2137(click)
       78    0.000    0.000    0.000    0.000 tasks.py:460(<genexpr>)
        1    0.000    0.000    0.000    0.000 _types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp860.py:1(<module>)
        2    0.000    0.000    0.001    0.000 utils.py:231(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.002    0.002 unix_events.py:1(<module>)
       21    0.000    0.000    0.000    0.000 parse.py:871(quote)
        2    0.000    0.000    0.001    0.000 adapters.py:365(build_response)
      350    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 models.py:422(prepare)
        1    0.000    0.000    0.001    0.001 sessions.py:511(prepare_request)
        1    0.000    0.000    0.072    0.072 _request_methods.py:1(<module>)
        1    0.000    0.000    0.048    0.048 formatter.py:1(<module>)
       42    0.000    0.000    0.000    0.000 _collections.py:306(add)
    20/19    0.000    0.000    0.073    0.004 <frozen importlib._bootstrap_external>:1295(exec_module)
       10    0.000    0.000    0.000    0.000 structures.py:49(__init__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.FileIO' objects}
       63    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
       10    0.000    0.000    0.000    0.000 _generated.py:1872(get_attribute)
        1    0.000    0.000    0.000    0.000 cookies.py:479(_copy_cookie_jar)
       44    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
      294    0.000    0.000    0.000    0.000 tasks.py:641(__sleep0)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.020    0.020 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp437.py:1(<module>)
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
        1    0.000    0.000    0.000    0.000 cp861.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp866.py:1(<module>)
       52    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
       25    0.000    0.000    0.000    0.000 {built-in method greenlet._greenlet.getcurrent}
        1    0.000    0.000    0.000    0.000 _generated.py:8248(url)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.001    0.001 _element_handle.py:54(ElementHandle)
        2    0.000    0.000    0.001    0.000 client.py:236(_parse_header_lines)
        2    0.000    0.000    0.014    0.007 unix_events.py:195(_make_subprocess_transport)
       29    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Task' objects}
        2    0.000    0.000    0.000    0.000 _browser_context.py:177(<lambda>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        1    0.000    0.000    0.000    0.000 cp1125.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:722(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:341(extend)
        6    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        1    0.000    0.000    0.000    0.000 sessions.py:442(__init__)
       28    0.000    0.000    0.000    0.000 _frame.py:105(<lambda>)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       40    0.000    0.000    0.000    0.000 element.py:2068(_all_strings)
       15    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 cp775.py:1(<module>)
       13    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 cp737.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp862.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp864.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.011    0.011 _network.py:1(<module>)
        1    0.000    0.000    0.194    0.194 _assertions.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       78    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
       10    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 cp869.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.188    0.188 connection.py:198(_new_conn)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        1    0.000    0.000    0.000    0.000 cp865.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:763(__init__)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp863.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp850.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:1156(putrequest)
        9    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        2    0.000    0.000    0.000    0.000 adapters.py:201(__init__)
       52    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       16    0.000    0.000    0.010    0.001 css_parser.py:1149(process_selectors)
      128    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        4    0.000    0.000    0.000    0.000 _htmlparser.py:331(__init__)
        9    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        2    0.000    0.000    0.001    0.000 parser.py:41(parse)
        2    0.000    0.000    0.000    0.000 response.py:466(__init__)
       55    0.000    0.000    0.000    0.000 {method 'clear' of 'bytearray' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        4    0.000    0.000    0.000    0.000 cookies.py:579(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        2    0.000    0.000    0.000    0.000 _network.py:130(__init__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       28    0.000    0.000    0.299    0.011 tokenize.py:376(read_or_stop)
      100    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      173    0.000    0.000    0.000    0.000 base.py:178(_emit_handle_potential_error)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
       12    0.000    0.000    0.000    0.000 copy.py:61(copy)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        9    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       13    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       30    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
       30    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
        4    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 platform.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        3    0.000    0.000    0.000    0.000 retry.py:219(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
       71    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        1    0.000    0.000   38.077   38.077 financial.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       56    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
        1    0.000    0.000    0.013    0.013 _fetch.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _browser_context.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parser.py:275(parse_html_declaration)
        8    0.000    0.000    0.001    0.000 _page.py:534(content)
       77    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       13    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
       16    0.000    0.000    0.022    0.001 css_parser.py:306(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000   30.520   30.520 financial.py:32(fetch_page_playwright)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       13    0.000    0.000    0.000    0.000 connection.py:410(putheader)
        4    0.000    0.000    0.000    0.000 _generated.py:9248(content)
        1    0.000    0.000    0.002    0.002 _api_structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
       34    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000   29.953   29.953 _connection.py:316(stop_sync)
        1    0.000    0.000    1.538    1.538 sessions.py:557(request)
        3    0.000    0.000    0.000    0.000 utils.py:810(should_bypass_proxies)
       19    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.047    0.047 _base_connection.py:1(<module>)
        2    0.000    0.000    0.012    0.006 _browser_type.py:73(launch)
        1    0.000    0.000    0.113    0.113 _context_manager.py:69(callback_wrapper)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:367(parse_url)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       26    0.000    0.000    0.000    0.000 _connection.py:70(<lambda>)
        1    0.000    0.000    0.123    0.123 socket.py:946(getaddrinfo)
        8    0.000    0.000    0.000    0.000 element.py:3195(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:719(copy)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
      123    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       63    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       12    0.000    0.000    0.000    0.000 cookiejar.py:726(is_third_party)
       12    0.000    0.000    0.000    0.000 cookies.py:382(set_cookie)
       92    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        6    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 _generated.py:6101(FrameLocator)
        4    0.000    0.000    0.039    0.010 element.py:2957(find)
        1    0.000    0.000    0.000    0.000 base.py:33(EventEmitter)
       12    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
        1    0.000    0.000    0.000    0.000 subprocess.py:1282(_close_pipe_fds)
       72    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       19    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap>:989(create_module)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
      107    0.000    0.000    0.000    0.000 constant.py:417(<lambda>)
        2    0.000    0.000    0.000    0.000 _browser_context.py:690(_on_request_finished)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        9    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
       15    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        1    0.000    0.000    0.014    0.014 subprocess.py:807(__init__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _locator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        8    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:607(__init__)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.003    0.003 staggered.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        6    0.000    0.000    0.000    0.000 tasks.py:670(ensure_future)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        6    0.000    0.000    0.000    0.000 {built-in method posix.close}
       23    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sync_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _driver.py:25(compute_driver_executable)
      160    0.000    0.000    0.000    0.000 selectors.py:272(get_map)
       17    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        1    0.000    0.000    0.002    0.002 _element_handle.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        6    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
        2    0.000    0.000    0.030    0.015 parser.py:1(<module>)
        8    0.000    0.000    0.000    0.000 cookies.py:45(__init__)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:43(all_tasks)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        8    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
      108    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
        3    0.000    0.000    0.000    0.000 cookiejar.py:1096(return_ok)
      138    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        8    0.000    0.000    0.001    0.000 _frame.py:474(content)
        2    0.000    0.000    1.036    0.518 client.py:1404(getresponse)
       65    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       45    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       10    0.000    0.000    0.000    0.000 _sync_base.py:89(__init__)
       20    0.000    0.000    0.000    0.000 element.py:530(get_text)
        3    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _generated.py:1030(WebSocket)
        4    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 _browser_context.py:569(_on_close)
       26    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
       35    0.000    0.000    0.000    0.000 cookies.py:60(get_full_url)
       19    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        4    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.001    0.001 connectionpool.py:1183(_close_pool_connections)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        3    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 response.py:1059(read)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        4    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
       10    0.000    0.000    0.000    0.000 _helper.py:368(locals_to_params)
      151    0.000    0.000    0.000    0.000 element.py:2508(__eq__)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_jp.getcodec}
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        9    0.000    0.000    0.000    0.000 _impl_to_api_mapping.py:75(from_impl)
       78    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
       36    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        2    0.000    0.000    0.000    0.000 {method 'recv' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 base.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _adapters.py:1(<module>)
        2    0.000    0.000    0.001    0.001 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _browser_type.py:300(_prepare_browser_context_params)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        4    0.000    0.000    0.924    0.231 __init__.py:653(_feed)
       15    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
       26    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        4    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
      181    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       10    0.000    0.000    0.000    0.000 cookies.py:348(__iter__)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
       84    0.000    0.000    0.000    0.000 typing.py:2867(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.011    0.011 queue.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.023    0.023 css_parser.py:428(CSSParser)
        4    0.000    0.000    0.000    0.000 typing.py:1905(_proto_hook)
        9    0.000    0.000    0.000    0.000 _page.py:240(<lambda>)
        1    0.000    0.000    0.000    0.000 tasks.py:731(gather)
        1    0.000    0.000    0.000    0.000 _js_handle.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        4    0.000    0.000    0.924    0.231 parser.py:105(feed)
        1    0.000    0.000    0.000    0.000 _generated.py:94(Request)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        9    0.000    0.000    0.000    0.000 _page.py:340(_on_worker)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 timeouts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _browser_type.py:55(BrowserType)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        4    0.000    0.000    0.000    0.000 _htmlparser.py:278(handle_decl)
       10    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
      105    0.000    0.000    0.000    0.000 base_events.py:720(is_closed)
       49    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2314(_IPv6Constants)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:481(prepare_url)
        1    0.000    0.000    0.014    0.014 base_subprocess.py:12(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        2    0.000    0.000    0.000    0.000 utils.py:569(get_encoding_from_headers)
        7    0.000    0.000    0.192    0.027 models.py:1030(content)
        2    0.000    0.000    0.000    0.000 _browser_context.py:200(<lambda>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1057(_new_conn)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
